,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
39755,1,0,4.5 ,2407,52,62,1547,150.0,5047
39757,1,0,3.8 ,154,56,62,1209,450.0,5047
39758,1,0,3.7 ,158,60,20,1156,600.0,5047
39761,1,0,3.8 ,253,81,20,1209,800.0,2738
39762,0,0,4.2 ,124,52,41,1112,400.0,5047
39768,1,1,4.0 ,610,52,20,1156,1000.0,5047
39769,1,1,4.2 ,166,52,20,1415,1100.0,5047
39771,1,1,4.1 ,469,52,21,1367,1200.0,5047
39774,0,0,4.3 ,188,52,30,951,200.0,5047
39775,1,0,3.0 ,106,60,20,1386,550.0,5047
39776,1,0,4.0 ,124,60,62,1132,200.0,5047
39777,1,0,3.9 ,140,60,20,1209,500.0,4610
39778,1,0,3.2 ,711,56,72,267,500.0,5047
39780,1,0,4.0 ,238,56,13,454,500.0,5047
39781,1,0,3.8 ,72,62,62,1248,350.0,5047
39782,1,0,3.9 ,317,62,20,59,800.0,5047
39784,1,0,3.9 ,72,52,13,425,500.0,540
39785,1,0,2.9 ,139,56,20,947,650.0,995
39787,1,0,3.9 ,86,72,62,866,200.0,3633
39790,1,0,4.0 ,280,72,20,1294,600.0,4581
39792,1,0,3.8 ,50,56,29,1196,300.0,5047
39795,1,0,3.8 ,215,62,62,266,400.0,5047
39796,1,0,3.8 ,591,62,20,68,700.0,5047
39797,1,0,2.3 ,178,62,20,1284,500.0,3175
39798,1,0,2.6 ,166,56,62,1048,350.0,5047
39799,1,0,4.1 ,500,62,20,1196,600.0,5047
39801,1,0,4.0 ,397,62,62,1156,450.0,5047
39812,1,1,4.5 ,1150,52,20,521,1700.0,5047
39814,1,0,3.8 ,323,52,20,1208,650.0,5047
39815,0,1,4.0 ,1070,52,20,1196,950.0,5047
39816,1,0,3.4 ,77,20,72,1268,400.0,5047
39825,1,0,3.0 ,99,56,20,1258,500.0,5047
39830,0,1,4.3 ,1143,52,20,1416,1100.0,5047
39831,1,0,3.4 ,589,62,20,69,600.0,5047
39832,0,0,3.7 ,175,52,20,604,600.0,5047
39834,1,0,4.0 ,537,56,20,561,650.0,5047
39835,1,0,3.5 ,100,62,62,1597,400.0,5047
39837,1,0,4.1 ,327,52,51,1547,150.0,5047
39838,1,0,3.9 ,81,52,20,1607,600.0,5047
39839,1,0,4.2 ,100,87,20,1222,1000.0,5047
39840,1,0,3.7 ,349,62,20,1383,600.0,5047
39842,1,0,4.2 ,253,87,62,1589,450.0,5047
39844,1,0,3.7 ,67,5,20,1196,500.0,5047
39848,1,1,4.2 ,476,15,20,1272,1700.0,5047
39849,1,0,4.2 ,136,15,20,162,1500.0,5047
39851,1,0,4.1 ,444,52,20,524,600.0,5047
39852,1,0,3.9 ,61,5,69,1121,100.0,1981
39853,1,0,4.1 ,398,15,20,544,600.0,5047
39860,0,0,3.1 ,49,52,41,1586,800.0,5047
39863,1,1,3.8 ,280,60,20,1531,1200.0,5047
39865,0,0,2.6 ,30,52,62,920,500.0,5047
39874,1,0,3.7 ,50,51,20,1554,750.0,5047
39880,1,0,3.8 ,571,67,20,565,800.0,5047
39881,1,1,3.9 ,675,62,20,1296,900.0,5047
39882,1,0,3.7 ,101,60,20,612,500.0,5047
39883,1,0,3.1 ,94,60,20,1202,500.0,5047
39884,1,1,4.0 ,457,15,20,604,1000.0,5047
39886,1,0,3.8 ,149,62,20,521,700.0,5047
39887,1,1,4.1 ,532,67,20,1088,1000.0,5047
39892,1,1,4.0 ,380,15,20,1243,850.0,5047
39896,1,1,4.0 ,672,67,20,1156,900.0,5047
39901,1,0,3.8 ,177,72,62,235,300.0,5047
39903,1,1,4.1 ,426,62,20,1537,1100.0,5047
39905,1,0,3.7 ,212,56,20,1416,900.0,5047
39908,0,1,4.3 ,592,67,20,1156,1200.0,5047
39909,0,1,4.2 ,174,67,20,1490,1200.0,5047
39910,0,1,4.3 ,854,62,20,1466,800.0,5047
39911,0,1,4.3 ,354,67,20,1006,1400.0,5047
39914,0,0,4.0 ,471,70,20,1156,600.0,5047
39915,1,1,4.6 ,514,72,20,1094,1000.0,5047
39918,1,1,3.7 ,56,62,20,1539,900.0,5047
39919,0,0,2.5 ,60,67,20,71,750.0,5047
39922,0,0,3.8 ,53,61,20,1196,750.0,5047
39925,0,0,4.1 ,184,72,20,661,800.0,5047
39928,1,1,4.1 ,289,67,20,1244,800.0,5047
39929,1,0,3.7 ,46,61,20,1547,1000.0,5047
39931,1,0,4.1 ,196,69,62,1079,300.0,5047
39932,0,0,2.7 ,268,52,41,1465,500.0,5047
39933,1,0,3.7 ,168,56,13,490,700.0,5047
39942,1,0,3.9 ,86,61,5,723,1500.0,5047
39945,1,0,4.2 ,1731,52,57,539,1400.0,5047
39948,0,0,3.9 ,83,72,20,253,650.0,5047
39991,1,1,3.8 ,91,15,20,1429,1800.0,5047
40002,1,0,4.1 ,289,62,72,1465,600.0,4171
40003,0,0,4.2 ,217,52,0,181,400.0,5047
40004,1,0,3.8 ,87,52,2,181,400.0,598
40005,0,0,3.9 ,107,52,30,789,250.0,5047
40006,1,0,4.2 ,287,52,17,783,700.0,2626
40007,0,0,4.3 ,188,52,30,951,200.0,5047
40008,0,0,3.9 ,132,52,0,188,250.0,5047
40010,1,0,4.3 ,124,52,69,1121,250.0,5047
40011,1,0,4.1 ,196,52,30,773,300.0,1608
40012,1,0,3.9 ,89,52,30,953,500.0,2291
40015,1,0,3.9 ,359,52,41,767,300.0,2081
40019,1,0,3.7 ,104,52,11,778,400.0,2540
40029,1,0,4.1 ,142,52,30,956,400.0,362
40032,1,0,4.0 ,165,52,30,792,400.0,612
40034,0,0,4.1 ,81,52,30,949,100.0,5047
40039,0,0,4.1 ,96,52,41,214,250.0,5047
40040,0,0,3.8 ,51,52,30,950,200.0,5047
40050,1,0,3.9 ,130,52,41,182,450.0,2937
40052,1,0,4.3 ,722,67,14,350,400.0,1580
40053,0,0,4.3 ,90,67,13,399,800.0,5047
40054,1,0,4.4 ,403,72,30,956,400.0,4566
40056,1,0,3.9 ,111,72,30,779,400.0,3734
40057,0,0,4.2 ,59,70,30,790,1250.0,5047
40065,0,0,4.1 ,184,72,20,661,800.0,5047
40068,0,0,4.8 ,1156,62,0,181,200.0,5047
40069,1,1,4.3 ,355,5,22,1468,600.0,2237
40070,1,0,4.0 ,629,61,35,777,450.0,4154
40071,0,0,4.3 ,236,61,30,767,500.0,5047
40072,1,0,4.0 ,154,62,30,949,500.0,4513
40092,0,1,4.3 ,1143,52,20,1416,1100.0,5047
40094,0,1,4.1 ,4767,52,49,1020,2600.0,5047
40095,1,1,4.9 ,1940,52,20,1375,2000.0,2197
40096,0,0,4.3 ,2316,52,52,909,1800.0,5047
40097,0,1,4.3 ,950,52,37,1296,2000.0,5047
40098,0,1,4.7 ,1316,52,20,163,1300.0,5047
40099,0,1,4.2 ,563,52,37,1073,2500.0,5047
40100,1,1,4.1 ,469,52,21,1367,1200.0,3515
40101,1,1,4.5 ,1150,52,20,521,1700.0,4966
40102,1,1,4.8 ,6433,52,21,41,1400.0,422
40103,1,0,4.1 ,935,52,20,1136,700.0,2892
40104,1,0,4.5 ,785,52,20,1680,1000.0,4491
40105,1,0,4.2 ,1731,52,57,539,1400.0,3349
40106,1,1,4.3 ,1099,52,20,1011,1500.0,1336
40107,0,0,4.1 ,213,52,20,262,800.0,5047
40108,1,1,4.0 ,610,52,20,1156,1000.0,5033
40109,0,0,4.0 ,775,52,46,968,1400.0,5047
40110,0,1,4.0 ,1070,52,20,1196,950.0,5047
40111,1,0,4.0 ,69,52,13,332,500.0,1039
40112,1,0,4.1 ,272,52,13,404,600.0,4996
40113,1,1,4.1 ,662,52,5,887,1100.0,2264
40114,0,1,4.0 ,568,52,20,1416,1000.0,5047
40115,0,0,4.2 ,485,52,20,1375,1500.0,5047
40116,0,0,4.2 ,608,52,20,592,500.0,5047
40117,1,0,4.1 ,444,52,20,524,600.0,4774
40118,1,0,4.1 ,308,52,20,1489,1200.0,4635
40119,1,0,4.3 ,127,52,62,1547,100.0,425
40120,0,0,4.1 ,730,52,57,903,1500.0,5047
40122,1,0,3.8 ,323,52,20,1208,650.0,543
40123,0,0,3.8 ,409,52,20,1447,700.0,5047
40125,0,0,3.9 ,115,52,20,565,500.0,5047
40126,1,0,4.2 ,504,52,13,494,500.0,4433
40127,0,1,4.2 ,244,52,37,983,2500.0,5047
40128,0,1,4.1 ,401,52,46,718,1500.0,5047
40129,1,0,4.2 ,287,52,17,783,700.0,2626
40130,0,0,4.1 ,1187,52,20,807,1500.0,5047
40131,1,0,3.9 ,81,52,20,1607,600.0,1100
40132,1,0,2.7 ,82,52,20,1599,400.0,3245
40133,0,1,3.7 ,96,52,4,884,1100.0,5047
40134,1,0,2.8 ,340,52,20,1474,750.0,4926
40136,1,1,4.2 ,166,52,20,1415,1100.0,202
40138,1,0,3.8 ,86,52,20,1031,600.0,3298
40140,1,0,4.1 ,327,52,51,1547,150.0,5047
40143,0,1,3.7 ,77,52,5,624,2000.0,5047
40146,1,0,3.9 ,250,52,13,455,400.0,4018
40149,1,0,3.9 ,72,52,13,425,500.0,540
40152,0,0,3.7 ,175,52,20,604,600.0,5047
40153,1,0,2.7 ,61,52,20,1278,800.0,5047
40155,0,0,2.8 ,81,52,20,1597,600.0,5047
40156,0,0,3.9 ,282,52,62,1547,250.0,5047
40161,1,0,4.7 ,4408,52,62,1547,150.0,742
40162,1,0,4.0 ,1192,52,62,1589,250.0,3574
40163,0,0,4.3 ,354,52,62,1551,300.0,5047
40164,1,0,4.1 ,133,52,62,1577,250.0,2978
40165,1,0,4.0 ,71,52,62,1587,300.0,3964
40166,0,0,3.8 ,76,52,62,1547,200.0,5047
40167,0,0,4.2 ,600,52,62,1589,200.0,5047
40168,1,0,4.0 ,340,52,62,593,350.0,2459
40169,0,0,4.1 ,748,52,62,1547,150.0,5047
40170,1,0,4.0 ,172,52,62,1611,300.0,1212
40171,1,0,4.0 ,192,52,62,322,400.0,186
40173,0,0,4.1 ,534,52,62,1618,800.0,5047
40174,0,0,4.2 ,124,52,41,1112,400.0,5047
40175,1,0,3.5 ,250,52,62,1235,300.0,3708
40176,0,0,4.2 ,62,52,62,1585,350.0,5047
40177,0,0,4.0 ,212,52,62,1156,250.0,5047
40180,1,0,4.0 ,633,52,62,323,600.0,4931
40181,1,0,4.0 ,377,52,62,1474,400.0,3123
40183,0,0,3.1 ,116,52,41,1451,600.0,5047
40184,1,0,3.9 ,461,52,62,552,200.0,2226
40185,1,0,4.0 ,151,52,62,829,500.0,5047
40186,0,0,4.2 ,61,52,62,1628,200.0,5047
40189,0,0,4.0 ,52,52,62,865,250.0,5047
40190,1,0,3.9 ,112,52,62,1636,200.0,3070
40195,0,0,2.9 ,57,52,62,1156,300.0,5047
40196,1,0,3.7 ,89,52,41,1242,500.0,4751
40198,1,0,4.0 ,58,52,41,1456,300.0,312
40199,1,0,3.7 ,100,52,62,1196,400.0,264
40203,0,0,3.9 ,47,52,62,1070,300.0,5047
40206,1,0,3.4 ,62,52,41,1547,500.0,3368
40209,1,0,3.8 ,120,52,63,819,300.0,5047
40211,0,0,4.2 ,471,52,62,1628,100.0,5047
40214,1,0,4.2 ,466,52,41,1547,300.0,52
40216,1,0,3.9 ,291,52,63,1590,300.0,3961
40221,1,0,2.7 ,72,52,41,1360,550.0,3638
40224,1,0,4.0 ,165,52,30,792,400.0,612
40227,1,0,2.4 ,71,52,67,934,500.0,3231
40238,0,0,3.1 ,49,52,41,1586,800.0,5047
40240,0,0,2.6 ,30,52,62,920,500.0,5047
40248,0,0,2.8 ,42,52,9,1021,150.0,5047
40254,0,0,2.7 ,268,52,41,1465,500.0,5047
40256,0,0,4.4 ,2127,67,20,1416,1200.0,5047
40257,0,1,4.3 ,592,67,20,1156,1200.0,5047
40258,0,1,4.2 ,174,67,20,1490,1200.0,5047
40259,0,1,4.2 ,371,70,37,1297,2400.0,5047
40260,1,1,4.6 ,514,72,20,1094,1000.0,1297
40261,1,0,3.8 ,571,67,20,565,800.0,2660
40262,0,1,4.1 ,309,70,37,1317,4100.0,5047
40263,0,1,4.2 ,358,72,20,1222,1500.0,5047
40264,0,0,3.9 ,629,70,27,878,2000.0,5047
40265,1,1,4.0 ,672,67,20,1156,900.0,5047
40266,0,1,4.3 ,413,70,37,1375,5000.0,5047
40267,0,0,4.3 ,90,67,13,399,800.0,5047
40268,0,1,4.3 ,354,67,20,1006,1400.0,5047
40269,0,1,4.0 ,344,72,37,739,3000.0,5047
40270,0,0,4.1 ,179,72,6,885,3000.0,5047
40271,0,0,3.9 ,481,67,27,878,1500.0,5047
40272,0,1,4.3 ,476,67,13,364,1000.0,5047
40273,1,1,4.1 ,532,67,20,1088,1000.0,2955
40274,0,1,4.3 ,202,70,37,1547,4000.0,5047
40275,0,0,3.8 ,273,72,46,663,2200.0,5047
40276,0,1,4.2 ,258,67,20,1129,1800.0,5047
40278,0,1,4.3 ,291,70,37,1156,4000.0,5047
40279,0,1,4.1 ,432,72,20,1043,1200.0,5047
40280,0,0,4.3 ,177,67,13,427,700.0,5047
40281,1,1,4.1 ,289,67,20,1244,800.0,4959
40282,0,0,4.0 ,149,72,20,1443,700.0,5047
40283,0,0,4.0 ,471,70,20,1156,600.0,5047
40284,0,1,4.0 ,207,72,37,1014,2200.0,5047
40285,0,1,4.1 ,187,70,4,799,2500.0,5047
40286,0,0,4.1 ,62,72,20,1423,450.0,5047
40287,0,0,3.9 ,83,72,20,253,650.0,5047
40288,0,1,4.0 ,134,72,37,1351,3700.0,5047
40289,1,0,3.9 ,134,67,20,610,700.0,4876
40290,1,0,4.0 ,280,72,20,1294,600.0,4581
40291,0,0,2.5 ,60,67,20,71,750.0,5047
40295,1,0,4.0 ,152,72,20,1156,600.0,550
40310,0,0,4.1 ,184,72,20,661,800.0,5047
40313,1,0,4.5 ,96,72,62,1547,300.0,3690
40314,1,0,4.3 ,84,72,62,1547,200.0,3253
40315,1,0,3.8 ,177,72,62,235,300.0,5047
40318,0,0,3.9 ,46,67,62,1561,200.0,5047
40320,1,0,3.9 ,86,72,62,866,200.0,5047
40323,1,0,3.7 ,594,72,62,875,250.0,4661
40332,0,1,4.3 ,1042,62,5,891,1650.0,5047
40333,1,1,4.6 ,2315,62,21,723,1100.0,1513
40334,0,0,4.5 ,3953,61,21,1484,1300.0,5047
40336,0,0,4.3 ,678,62,20,1547,400.0,5047
40337,0,1,4.5 ,2711,56,60,688,1200.0,5047
40338,0,1,4.5 ,409,61,20,1296,1200.0,5047
40339,1,1,4.3 ,355,5,22,1468,600.0,2236
40340,0,0,4.3 ,813,62,20,1289,600.0,5047
40341,0,1,4.3 ,854,62,20,1466,800.0,5047
40342,1,0,4.2 ,418,56,20,523,700.0,1309
40343,0,1,4.2 ,168,61,5,624,1400.0,5047
40344,1,1,4.3 ,1033,61,20,1423,850.0,1871
40345,0,0,3.9 ,156,87,62,1423,300.0,5047
40346,1,1,3.9 ,675,62,20,1296,900.0,5047
40347,1,0,4.2 ,1440,56,13,459,650.0,2428
40348,1,1,4.1 ,426,62,20,1537,1100.0,3373
40349,1,0,3.9 ,317,62,20,59,800.0,4660
40350,1,0,3.8 ,328,62,20,1600,450.0,5047
40351,1,0,3.8 ,591,62,20,68,700.0,5047
40355,0,0,4.1 ,485,61,62,1547,400.0,5047
40356,1,0,4.1 ,500,62,20,1196,600.0,2621
40357,1,0,4.0 ,89,87,62,1060,300.0,3877
40358,0,0,3.7 ,81,62,20,1423,600.0,5047
40360,1,0,3.8 ,215,62,62,266,400.0,569
40366,1,0,3.4 ,589,62,20,69,600.0,3363
40367,1,1,3.7 ,56,62,20,1539,900.0,2741
40373,1,0,2.3 ,178,62,20,1284,500.0,5047
40387,1,0,4.0 ,397,62,62,1156,450.0,414
40389,0,0,3.6 ,68,62,62,1587,450.0,5047
40394,1,0,3.7 ,349,62,20,1383,600.0,5047
40403,0,0,3.8 ,53,61,20,1196,750.0,5047
40417,1,0,3.0 ,75,62,62,1562,300.0,5047
40453,1,0,3.8 ,209,62,62,552,450.0,5047
40459,0,1,4.5 ,2713,56,60,688,1200.0,5047
40460,0,1,4.1 ,4768,52,49,1020,2600.0,5047
40461,0,0,4.3 ,2318,52,52,909,1800.0,5047
40462,1,1,4.2 ,470,52,21,1367,1200.0,5047
40463,1,0,4.2 ,1731,52,57,539,1400.0,5047
40464,0,0,4.0 ,775,52,46,968,1400.0,5047
40465,1,1,4.1 ,662,52,5,887,1100.0,5047
40466,0,0,4.1 ,731,52,57,903,1500.0,5047
40467,0,1,4.1 ,402,52,46,718,1500.0,5047
40468,0,1,3.7 ,96,52,4,884,1100.0,5047
40469,0,1,3.7 ,77,52,5,624,2000.0,5047
40470,0,0,3.9 ,630,70,27,878,2000.0,5047
40471,0,0,4.1 ,181,72,6,885,3000.0,5047
40472,0,0,3.9 ,481,67,27,878,1500.0,5047
40473,0,0,3.8 ,273,72,46,663,2200.0,5047
40479,0,1,4.3 ,1058,62,5,891,1650.0,5047
40482,0,1,4.5 ,2713,56,60,688,1200.0,5047
40483,1,1,4.6 ,2338,62,21,723,1100.0,5047
40484,1,1,4.2 ,470,52,21,1367,1200.0,5047
40485,1,1,4.8 ,6440,52,21,41,1400.0,5047
40486,1,0,4.2 ,1731,52,57,539,1400.0,5047
40487,1,1,4.1 ,662,52,5,887,1100.0,5047
40488,0,0,4.1 ,731,52,57,903,1500.0,5047
40489,0,1,3.7 ,96,52,4,884,1100.0,5047
40490,0,1,3.7 ,77,52,5,624,2000.0,5047
40491,0,0,4.1 ,181,72,6,885,3000.0,5047
40492,0,1,4.1 ,187,70,4,799,2500.0,5047
40497,0,1,4.3 ,1058,62,5,891,1650.0,5047
40498,0,0,4.5 ,3960,61,21,1484,1300.0,5047
40499,0,1,4.2 ,167,61,5,624,1400.0,5047
40502,0,1,4.3 ,764,53,37,741,2500.0,5047
40503,1,1,4.6 ,5894,53,56,721,1400.0,5047
40504,0,1,4.4 ,730,53,60,726,1500.0,5047
40505,0,1,4.8 ,7284,53,21,1324,1500.0,5047
40506,0,1,4.8 ,12121,53,20,813,1600.0,5047
40507,0,1,4.8 ,3932,53,20,720,1300.0,5047
40508,0,1,4.7 ,7154,53,20,153,1400.0,5047
40509,0,1,4.5 ,1909,53,21,1369,1100.0,5047
40510,0,1,4.5 ,3486,53,20,1394,1300.0,5047
40511,1,1,4.4 ,1184,53,60,1228,1200.0,5047
40512,0,1,4.5 ,785,53,37,1309,2700.0,5047
40513,0,0,4.3 ,1370,53,20,1303,1000.0,5047
40514,0,1,4.3 ,1074,53,20,1325,1600.0,5047
40515,0,1,4.0 ,362,53,21,138,1500.0,5047
40516,0,1,3.9 ,866,53,5,1126,1500.0,5047
40517,1,1,4.2 ,344,53,20,170,1700.0,5047
40518,0,1,4.0 ,213,53,20,1296,1300.0,5047
40521,1,0,3.8 ,94,53,20,1272,750.0,5047
40523,0,0,3.9 ,63,53,20,1146,1000.0,5047
40526,0,1,2.6 ,62,53,21,1197,1000.0,5047
40527,0,0,2.6 ,118,53,21,1196,1200.0,5047
40528,1,1,4.4 ,978,9,22,1468,600.0,5047
40529,1,1,4.2 ,841,9,20,1166,700.0,5047
40530,1,1,3.8 ,832,9,21,1156,750.0,5047
40531,0,0,2.8 ,161,84,21,539,1200.0,5047
40533,0,0,2.9 ,51,84,20,1235,600.0,5047
40534,0,1,4.3 ,72,9,14,355,400.0,5047
40535,1,1,4.6 ,2906,53,22,1468,600.0,5047
40536,0,0,3.9 ,90,53,13,455,700.0,5047
40539,1,0,2.8 ,67,53,13,508,300.0,5047
40540,0,0,3.6 ,94,53,13,360,700.0,5047
40541,1,0,4.1 ,85,53,13,370,400.0,5047
40542,1,0,3.6 ,97,53,13,332,650.0,782
40557,1,0,4.1 ,825,9,13,506,300.0,277
40558,1,1,4.0 ,137,9,13,325,600.0,5047
40559,1,1,3.2 ,503,9,13,359,500.0,3836
40560,0,0,4.0 ,80,9,13,332,500.0,5047
40562,0,0,4.1 ,707,9,13,387,600.0,5047
40564,1,0,3.9 ,55,80,72,869,300.0,2112
40567,1,0,3.6 ,174,80,72,1056,400.0,3407
40568,1,0,3.8 ,604,53,29,1477,700.0,5047
40569,1,0,4.2 ,373,9,20,604,600.0,5047
40571,1,0,3.6 ,151,17,29,1004,450.0,5047
40572,1,0,3.8 ,798,53,29,1429,450.0,3948
40573,1,0,3.8 ,84,80,72,1518,250.0,937
40574,1,0,2.8 ,295,53,29,1196,500.0,5047
40575,1,1,4.2 ,841,9,20,1166,700.0,859
40578,1,0,4.5 ,157,53,62,1259,300.0,5047
40580,1,0,2.4 ,135,53,20,1196,600.0,5047
40581,1,0,3.5 ,69,9,20,1142,850.0,1456
40586,1,0,3.8 ,61,53,62,939,500.0,235
40587,1,0,3.8 ,759,53,20,1210,500.0,2997
40592,1,0,3.6 ,97,53,13,332,650.0,782
40593,1,0,3.8 ,70,9,9,214,400.0,3983
40602,1,0,3.7 ,163,53,29,1156,400.0,5047
40605,1,0,3.2 ,419,84,29,1327,500.0,3530
40608,1,0,4.0 ,234,10,29,235,650.0,1989
40609,1,0,3.7 ,242,53,62,1407,400.0,5047
40610,1,1,4.4 ,1810,53,20,558,800.0,5047
40611,1,0,3.4 ,313,53,62,1196,300.0,5047
40612,1,0,4.2 ,226,9,69,1121,400.0,4216
40614,1,0,2.4 ,172,53,62,1474,400.0,3129
40617,1,0,3.2 ,220,53,62,1547,450.0,5047
40618,1,0,3.6 ,348,53,20,94,1000.0,5047
40621,1,1,3.4 ,153,53,20,1196,800.0,5047
40628,1,0,3.0 ,401,9,62,829,500.0,5047
40631,1,0,4.0 ,173,53,62,817,400.0,5047
40632,1,0,3.9 ,94,53,62,942,300.0,5047
40633,1,0,3.8 ,94,53,9,821,250.0,5047
40639,1,0,3.7 ,53,84,29,1156,350.0,5047
40642,1,0,4.6 ,121,53,11,214,400.0,5047
40643,1,0,4.0 ,97,53,62,1209,400.0,4349
40644,1,0,2.6 ,159,53,62,1156,300.0,2448
40647,1,0,2.6 ,346,53,20,947,700.0,2561
40649,1,0,4.0 ,312,53,62,1628,150.0,638
40651,1,0,3.2 ,155,53,20,199,600.0,1517
40652,1,0,3.9 ,1994,53,20,238,800.0,1831
40656,1,0,3.3 ,228,53,62,1268,250.0,1107
40657,1,0,3.1 ,217,53,20,601,650.0,4385
40659,1,0,3.3 ,71,53,12,228,250.0,2152
40664,1,0,4.1 ,519,53,30,790,500.0,2272
40666,1,0,4.0 ,174,53,30,798,350.0,5047
40667,0,1,4.2 ,1459,53,21,50,800.0,5047
40668,1,0,3.8 ,71,53,62,227,200.0,2320
40670,0,1,3.8 ,53,53,4,731,1400.0,5047
40671,1,0,4.2 ,571,9,72,1392,500.0,5047
40672,1,1,4.1 ,99,53,21,669,1100.0,1973
40674,1,0,3.3 ,184,53,62,825,350.0,472
40675,0,0,3.9 ,96,53,20,517,650.0,5047
40676,1,0,4.2 ,403,84,29,1156,400.0,5047
40677,1,1,4.4 ,441,84,22,1315,1400.0,5047
40678,1,0,3.7 ,494,53,20,278,700.0,2735
40679,1,0,3.4 ,115,53,72,1335,300.0,3851
40682,0,1,3.7 ,88,53,20,652,800.0,5047
40684,1,0,4.1 ,49,53,29,1113,600.0,4011
40687,0,1,2.7 ,444,53,20,1156,900.0,5047
40689,1,0,4.2 ,3367,53,20,239,600.0,2467
40690,1,0,4.1 ,326,53,29,1196,300.0,3842
40691,1,0,2.8 ,132,17,29,923,450.0,3017
40692,1,0,4.5 ,236,53,62,1131,300.0,5047
40696,0,0,3.9 ,412,53,29,240,300.0,5047
40698,0,0,2.0 ,259,53,20,80,800.0,5047
40699,0,0,3.8 ,111,53,20,1196,600.0,5047
40700,1,0,3.9 ,115,9,20,1162,800.0,969
40701,1,0,3.3 ,802,9,62,106,400.0,5047
40704,1,0,4.0 ,244,53,62,1637,200.0,5047
40706,1,0,3.9 ,195,84,62,1196,300.0,5047
40707,0,0,3.8 ,36,53,21,80,1100.0,5047
40708,1,0,3.9 ,671,53,20,1606,450.0,2842
40709,1,0,3.4 ,422,53,62,1196,400.0,3592
40710,1,0,3.1 ,159,9,62,1209,450.0,4915
40711,1,0,3.9 ,907,84,29,1156,400.0,5047
40717,1,0,4.2 ,337,53,68,1643,200.0,2912
40718,0,0,3.4 ,131,53,72,857,500.0,5047
40721,0,0,4.1 ,123,53,62,1156,200.0,5047
40722,1,0,4.0 ,223,33,20,944,700.0,5047
40725,0,0,3.6 ,87,53,20,43,650.0,5047
40727,1,0,4.4 ,541,58,29,769,600.0,2089
40730,1,0,4.5 ,971,53,30,956,400.0,1979
40732,0,0,3.9 ,63,53,20,1146,1000.0,5047
40738,1,0,4.1 ,287,53,30,789,300.0,5047
40742,1,0,4.3 ,509,84,30,956,400.0,5047
40750,0,0,3.8 ,60,53,20,817,800.0,5047
40753,1,0,4.2 ,49,53,29,1465,600.0,4166
40763,1,0,4.1 ,74,53,29,1465,800.0,1446
40764,1,0,4.1 ,85,53,13,370,400.0,3683
40765,1,0,3.8 ,27,53,62,234,150.0,5047
40772,1,0,3.6 ,113,84,29,64,200.0,5047
40780,0,0,3.8 ,690,53,20,604,1000.0,5047
40781,0,1,2.6 ,62,53,21,1197,1000.0,5047
40788,0,0,2.1 ,342,53,62,282,500.0,5047
40789,1,0,3.5 ,47,53,62,1208,300.0,3600
40802,1,1,4.6 ,2906,53,22,1468,600.0,5047
40839,0,0,3.6 ,28,53,20,1196,600.0,5047
40842,0,0,2.3 ,203,53,20,1196,400.0,5047
40905,1,0,3.9 ,96,53,62,1190,500.0,1018
40906,1,0,4.0 ,183,9,66,782,550.0,560
40907,1,1,4.6 ,5894,53,56,721,1400.0,5047
40908,1,0,3.7 ,129,80,72,285,300.0,1120
40910,1,0,3.2 ,50,84,51,53,300.0,5047
40911,1,0,3.9 ,308,33,20,613,500.0,1314
40912,1,0,4.2 ,220,53,62,1156,300.0,1899
40913,0,0,3.8 ,78,53,62,1196,350.0,5047
40914,1,1,4.4 ,3004,53,5,1311,1300.0,4246
40915,1,0,4.1 ,221,80,45,1644,250.0,541
40916,1,0,3.9 ,536,53,62,322,450.0,5047
40918,1,0,3.4 ,250,9,62,203,400.0,4920
40919,1,0,3.7 ,83,53,20,307,600.0,1959
40921,1,0,3.6 ,66,53,62,1181,600.0,1191
40922,0,0,3.5 ,45,53,62,1175,400.0,5047
40923,1,0,3.9 ,772,53,20,1181,1000.0,1117
40927,1,1,4.1 ,341,9,20,102,600.0,5047
40928,1,1,4.6 ,592,84,20,0,1000.0,933
40929,1,0,3.9 ,632,53,62,1451,300.0,3785
40930,1,0,3.7 ,143,53,9,214,300.0,2901
40931,1,1,3.8 ,345,53,20,238,800.0,3534
40933,0,0,2.8 ,110,53,62,1002,600.0,5047
40934,1,0,3.6 ,543,53,62,209,400.0,4512
40935,1,1,4.0 ,364,84,20,1053,700.0,1197
40937,1,0,4.1 ,932,84,20,1081,700.0,3259
40938,1,0,4.1 ,461,53,62,1451,400.0,2665
40940,1,1,4.1 ,1752,84,20,1017,1400.0,223
40941,1,1,4.5 ,751,84,17,9,900.0,4528
40942,1,0,4.0 ,741,84,20,625,750.0,2025
40944,1,1,4.0 ,914,53,20,45,750.0,4621
40945,1,0,3.8 ,314,77,62,1200,400.0,1869
40946,1,1,3.2 ,503,9,13,359,500.0,5014
40947,1,0,3.7 ,231,53,20,1591,500.0,5047
40948,1,0,4.0 ,284,53,20,236,750.0,343
40949,1,0,3.0 ,178,33,62,1547,200.0,3191
40950,1,1,3.9 ,231,53,20,1182,800.0,3347
40952,1,0,4.0 ,105,53,9,210,300.0,5047
40953,1,0,3.6 ,131,53,62,197,600.0,2888
40954,1,0,3.9 ,198,9,62,1180,300.0,4039
